,Description,United States Total,,Alabama,,Alaska,,Arizona,,Arkansas,,California,,Colorado,,Connecticut,,Delaware,,District of Columbia,,Florida,,Georgia,,Hawaii,,Idaho,,Illinois,,Indiana,,Iowa,,Kansas,,Kentucky,,Louisiana,,Maine,,Maryland,,Massachusetts,,Michigan,,Minnesota,,Mississippi,,Missouri,,Montana,,Nebraska,,Nevada,,New Hampshire,,New Jersey,,New Mexico,,New York,,North Carolina,,North Dakota,,Ohio,,Oklahoma,,Oregon,,Pennsylvania,,Rhode Island,,South Carolina,,South Dakota,,Tennessee,,Texas,,Utah,,Vermont,,Virginia,,Washington,,West Virginia,,Wisconsin,,Wyoming,
122,               Miscellaneous commercial activities,"7,330,017",3.18,"20,738",20.78,"285,377",3.63,"2,155",36.69,"47,177",0.14,"4,586,016",5.02,"114,036",3.64,"4,706",1.92,9,0,0,0,"786,570",0.19,"53,235",7.99,394,0,"40,481",1.12,"21,842",20.82,"17,586",4.74,"55,820",3.26,"16,945",15.4,"65,771",0.92,"63,554",0.77,"7,066",4.71,"38,216",0.28,"20,675",0.16,"106,921",1.73,"44,693",6.44,"5,702",6.58,"29,605",1.98,"63,828",1.49,"8,882",21.71,"17,048",1.03,"7,971",2.93,252,8.23,"5,104",1.11,"31,555",1.46,"29,145",5.92,"230,788",0.01,"60,029",42.47,"37,118",7.84,"29,309",38.74,"8,229",12.4,"6,016",0,"6,009",11.66,"31,376",0.95,"83,158",3.97,"29,594",20.67,"21,096",7.94,"40,539",0.4,"13,601",6.78,"91,662",1.69,"2,649",3.69,"11,031",5.4,"28,738",23.18
123,               Other and unallocable,"126,843,661",0.34,"1,528,324",2.14,"1,333,042",0.5,"1,433,339",1.35,"386,540",1.28,"12,279,485",2.03,"2,225,260",4.05,"2,872,374",0.74,"222,236",0,"824,792",0,"6,138,777",2.03,"2,052,664",2.39,"1,428,160",0,"313,962",1.05,"5,485,922",1.63,"1,779,203",2.28,"1,368,010",2.29,"1,018,914",2.09,"1,061,219",0.77,"1,649,751",0.91,"679,070",1.81,"3,275,826",0.33,"6,631,183",0.59,"3,462,806",2.05,"1,820,828",2.04,"669,415",2.58,"2,245,867",1.26,"331,562",0.37,"839,520",2.72,"642,097",0.19,"748,502",0.98,"8,784,623",2.17,"948,016",0.25,"21,454,080",0.47,"1,617,241",1.41,"594,704",0.39,"2,936,773",2.82,"700,845",2.83,"2,421,945",0.97,"3,398,197",1.25,"422,184",0,"976,548",0.95,"282,088",0.81,"1,562,244",2.9,"5,877,277",2.08,"1,030,922",2.75,"148,685",3.8,"2,457,910",1.05,"1,931,910",3.27,"740,016",0.32,"1,230,472",1.78,"578,331",1.3
124,     Utility expenditure,"223,524,550",0.3,"3,002,048",4.05,"830,825",0.6,"5,537,984",0.68,"987,246",1.74,"40,883,140",1.18,"4,549,461",2.6,"1,501,501",1.17,"547,992",0,"3,314,303",0,"10,945,998",1.45,"5,908,847",1.82,"1,259,732",0,"250,850",2.39,"8,828,134",1.51,"2,882,974",2.62,"1,297,737",2.52,"1,604,884",0.87,"2,102,929",1.78,"1,500,268",1.07,"204,211",8.49,"2,705,248",0.28,"6,289,650",0.47,"3,426,065",2.65,"2,834,570",1.57,"901,583",4.3,"2,797,714",1.88,"197,582",1.57,"4,487,733",0.8,"1,463,494",0.06,"149,677",1.44,"4,095,708",1.36,"808,897",0.44,"28,921,935",0.23,"5,008,992",1.38,"436,899",0.79,"3,777,657",1.78,"2,275,965",2.39,"2,340,121",1.58,"4,713,497",2,"358,058",0.37,"3,233,990",1.61,"375,339",1.11,"9,314,878",1.62,"17,137,946",0.95,"2,041,605",1.22,"286,960",2.47,"2,996,782",1.03,"9,078,089",1.04,"338,276",4.8,"2,478,909",1.57,"309,667",2.65
125,               Capital outlay,"50,707,889",0.51,"377,396",5.54,"218,331",1.1,"1,345,171",1.04,"159,300",4.88,"10,635,721",1.5,"1,674,072",2.88,"318,256",1.49,"43,266",0,"1,365,005",0,"1,663,409",2.94,"931,021",3.02,"708,445",0,"66,146",4.75,"2,224,368",2.25,"632,718",2.9,"270,849",4.11,"330,017",1.91,"412,577",5.33,"322,746",3.06,"65,364",25.33,"748,683",0,"1,878,991",0.56,"725,936",11.19,"553,681",3.65,"142,720",7.54,"302,538",4.82,"71,353",3.81,"797,015",2.24,"319,412",0.06,"35,386",0.64,"836,862",5.06,"175,317",1.49,"6,418,585",0.64,"1,108,249",2.88,"181,514",0.22,"703,950",2.37,"656,087",2.86,"624,384",2.75,"948,276",5.54,"98,156",0,"404,359",9.33,"72,574",1.04,"963,009",4.09,"4,064,673",2,"177,614",4.77,"42,075",2.11,"941,705",1.75,"2,615,009",2.69,"83,798",15.87,"129,069",3.57,"122,731",5.42
126,          Water supply,"68,865,596",0.65,"937,722",2.76,"154,509",1.77,"1,337,004",1.92,"486,871",3.23,"16,085,142",2.06,"1,755,383",4.93,"412,434",2.31,"97,842",0,"316,763",0,"4,223,028",2.15,"2,179,157",2.25,"363,774",0,"144,824",3.23,"2,971,872",2.9,"746,687",3.25,"613,501",2.81,"694,947",1.79,"982,360",3.64,"611,444",1.82,"153,411",11.25,"1,394,537",0.53,"1,173,946",1.22,"1,626,517",5.34,"711,863",2.44,"327,108",4.28,"784,457",4.74,"156,535",1.97,"325,764",4.58,"1,071,652",0.07,"110,827",1.9,"942,337",5.22,"381,660",0.92,"3,013,425",1.8,"1,553,862",3.22,"397,320",0.84,"1,823,092",1.62,"962,839",4.86,"823,009",3.02,"1,264,690",6.46,"240,359",0.55,"784,348",5.21,"156,213",2.27,"1,333,135",3.63,"7,748,187",1.79,"572,107",2.38,"89,126",2.47,"1,268,685",1.99,"1,377,230",5.68,"272,815",5.56,"697,050",2.01,"212,226",3.78
127,          Electric power,"75,542,844",0.58,"1,635,264",7.1,"452,327",0.91,"3,395,738",0.8,"455,628",1.53,"10,995,567",2.81,"1,026,758",7.79,"426,739",2.37,"313,062",0,0,0,"4,552,410",2.85,"2,192,296",3.63,0,0,"77,302",4.48,"1,030,237",5.67,"1,166,118",6.13,"530,361",5.18,"827,132",0.76,"634,094",1.62,"556,193",1.81,"13,208",0.96,"70,957",2.17,"1,398,511",1.66,"1,128,808",1.98,"1,463,069",2.79,"423,379",7.8,"1,371,602",2.69,600,17.92,"3,843,029",0.85,"110,017",0.52,"11,844",0.05,"154,810",16.76,"194,697",0.04,"6,218,780",0.61,"2,398,683",1.85,"23,695",3.74,"1,046,213",4.64,"1,196,146",2.22,"637,705",3.32,"138,954",14.88,"7,607",0,"2,173,251",0.49,"193,485",1.02,"6,636,346",2.08,"6,243,561",1.33,"1,072,832",1.92,"166,228",4.05,"340,818",4.76,"5,090,447",0.73,"7,991",0.02,"1,407,621",2.56,"90,724",1.94
128,          Gas supply,"6,991,956",1.16,"361,776",6.86,"170,295",0,"52,766",4.38,"3,232",9.92,"234,460",10.68,"157,213",0.74,"21,611",0.07,0,0,0,0,"215,152",2.93,"800,030",6.63,0,0,36,12.63,"64,099",17.6,"742,859",0.62,"51,338",4.91,"33,175",3.44,"290,035",1.69,"93,409",5.91,290,0,164,48.92,"45,995",0,0,0,"102,656",0.6,"132,102",10.38,"134,457",3.77,0,0,"270,397",0.77,0,0,0,0,0,0,"82,156",0.17,"12,255",38.62,"125,595",2.88,295,35.73,"50,297",0.18,"32,925",26.03,"2,079",0,"628,619",0.03,0,0,"208,083",10.73,"12,319",8.18,"1,125,479",3.27,"548,113",0.87,"5,354",65.78,0,0,"170,741",0.18,"8,485",73.98,405,0,"1,209",6.19,0,0
129,          Transit,"72,124,154",0.28,"67,286",1.74,"53,694",0,"752,476",0.61,"41,515",2.18,"13,567,971",1.2,"1,610,107",0.51,"640,717",1.69,"137,088",0,"2,997,540",0,"1,955,408",0.39,"737,364",0.03,"895,958",0,"28,688",4.94,"4,761,926",1.74,"227,310",0.41,"102,537",2.92,"49,630",0.28,"196,440",0.1,"239,222",0.13,"37,302",4.5,"1,239,590",0.01,"3,671,198",0.33,"670,740",2.07,"556,982",0.67,"18,994",27.44,"507,198",0.21,"40,447",0.3,"48,543",0.07,"281,825",0,"27,006",1.79,"2,998,561",0,"150,384",0.13,"19,677,475",0.05,"930,852",1.9,"15,589",0.01,"858,055",4.16,"84,055",1.3,"877,328",2,"2,681,234",1.57,"110,092",0,"68,308",30.9,"13,322",0.16,"219,918",1.32,"2,598,085",0.67,"391,312",0.07,"31,606",0.11,"1,216,538",0.63,"2,601,927",1.44,"57,065",10.13,"373,029",1.1,"6,717",0
130,     Liquor store expenditure,"7,742,285",0.27,"321,268",0,"3,065",64.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"120,067",0,0,0,0,0,"200,372",0,0,0,"5,710",0,0,0,0,0,"264,764",0,0,0,"824,929",0,"277,746",5.11,"279,212",0,0,0,"81,539",0,0,0,0,0,"528,628",0,0,0,0,0,0,0,"672,948",2.24,0,0,"813,369",0,0,0,"428,366",0,"1,817,619",0,0,0,0,0,"16,830",8.37,0,0,0,0,"257,660",0,"59,662",0,"596,542",0,0,0,"75,983",0,0,0,"96,006",0
131,     Insurance trust expenditure,"337,320,086",0.13,"3,776,172",0.11,"1,362,870",0,"4,711,062",0.02,"1,998,244",0.04,"61,464,559",0.17,"5,909,226",0.88,"5,496,922",3.29,"781,858",0.3,"508,838",0,"11,426,528",1.5,"7,435,773",1.52,"1,385,193",0,"1,095,698",0,"19,884,220",0.57,"2,961,555",0.17,"2,524,535",0,"1,998,912",0,"4,468,502",0.09,"4,649,734",0.26,"997,403",0,"5,878,770",2.78,"8,519,973",0.59,"9,575,071",0.66,"5,490,880",0.05,"2,645,918",0,"5,321,307",2.06,"945,571",0,"1,114,320",1.02,"2,578,586",0,"781,509",0,"13,147,296",0,"2,309,049",0,"33,908,584",0,"5,969,025",0.01,"778,524",0,"17,363,699",0,"2,757,014",0.15,"5,577,262",0,"14,872,844",1.27,"1,534,542",0.76,"3,439,704",0,"584,729",0,"3,405,763",0.83,"20,019,553",0.19,"1,817,601",0,"400,842",0,"6,026,014",0.73,"7,274,936",0.07,"1,725,860",0.03,"5,890,313",0,"827,223",0
132,          Unemployment compensation,"32,533,195",0,"196,704",0,"132,158",0,"278,520",0,"204,938",0,"5,397,144",0,"547,071",0,"687,975",0,"75,790",0,"114,633",0,"452,374",0,"394,407",0,"139,675",0,"102,290",0,"1,943,616",0,"333,332",0,"434,566",0,"229,823",0,"343,923",0,"214,794",0,"106,232",0,"545,496",0,"1,492,307",0,"849,313",0,"836,710",0,"99,402",0,"292,884",0,"115,595",0,"77,914",0,"342,324",0,"61,777",0,"2,042,564",0,"194,581",0,"2,332,413",0,"243,817",0,"205,067",0,"981,610",0,"386,652",0,"502,085",0,"2,340,879",0,"153,322",0,"173,866",0,"26,347",0,"260,540",0,"3,090,987",0,"180,058",0,"70,996",0,"404,643",0,"1,005,764",0,"256,533",0,"519,502",0,"117,282",0
133,          Employee retirement,"289,473,759",0.15,"3,579,468",0.11,"1,225,837",0,"4,432,542",0.02,"1,778,727",0.05,"49,501,952",0.21,"4,937,952",1.05,"4,782,401",3.79,"700,844",0.33,"394,205",0,"10,917,278",1.57,"6,995,262",1.61,"1,245,518",0,"852,336",0,"17,927,778",0.63,"2,621,792",0.19,"2,083,503",0,"1,769,089",0,"3,895,017",0.11,"4,346,890",0.28,"891,171",0,"5,088,766",3.22,"6,976,846",0.73,"8,710,069",0.73,"4,608,220",0.06,"2,546,516",0,"4,925,030",2.23,"764,982",0,"1,035,655",1.1,"2,236,262",0,"719,732",0,"10,369,282",0,"2,098,361",0,"30,107,694",0,"5,725,208",0.01,"375,989",0,"15,562,356",0,"2,370,362",0.18,"4,740,230",0,"12,249,162",1.55,"1,195,930",0.98,"3,183,951",0,"556,656",0,"3,145,223",0.89,"16,559,877",0.23,"1,441,635",0,"329,846",0,"5,616,946",0.78,"4,172,942",0.12,"1,277,967",0.04,"5,368,778",0,"533,724",0
134,          Workers' compensation,"8,876,781",0,0,0,"4,875",0,0,0,"14,579",0,"993,148",0,"409,590",0,"26,546",0,"5,224",0,0,0,"56,876",0,0,0,0,0,"141,072",0,"12,543",0,"6,431",0,"6,466",0,0,0,"229,562",0,"58,768",0,0,0,"184,637",0,"47,260",0,"15,689",0,"45,950",0,0,0,"103,393",0,"64,994",0,751,0,0,0,0,0,"209,153",0,"16,107",0,"1,468,477",0,0,0,"197,468",0,"819,733",0,0,0,"334,947",0,"282,803",0,"1,264",0,"81,887",0,"1,726",0,0,0,"368,689",0,"195,908",0,0,0,"4,425",0,"2,096,230",0,"191,360",0,"2,033",0,"176,217",0
135,          Other insurance trust,"6,436,351",0,0,0,0,0,0,0,0,0,"5,572,315",0,"14,613",0,0,0,0,0,0,0,0,0,"46,104",0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,"29,282",0,0,0,"59,871",0,"3,560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"526,297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"184,026",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,            Debt outstanding,"3,022,488,341",0.21,"29,490,599",2.7,"9,383,122",0.07,"48,534,388",0.37,"18,654,310",5.23,"437,899,643",0.9,"54,029,016",1.66,"48,078,777",0.11,"7,585,973",0,"14,520,507",0,"139,264,317",0.85,"57,020,891",0.84,"15,357,398",0,"6,140,069",0.88,"151,844,994",0.53,"51,115,308",0.43,"18,508,033",1.31,"27,988,201",0.65,"39,063,952",0.85,"37,562,375",1.9,"7,913,256",0.94,"52,294,032",0.1,"95,752,932",0.17,"72,933,428",0.65,"52,307,230",0.58,"14,040,855",0.95,"47,090,909",1.07,"5,283,568",0.48,"15,014,128",1.34,"28,451,951",0.03,"10,438,173",0.33,"99,139,366",0.51,"15,712,570",0.44,"354,643,513",0.17,"47,179,819",0.82,"7,022,670",1.8,"86,001,457",1.96,"19,298,511",1.32,"34,702,948",0.76,"126,862,125",2.48,"11,731,393",0.02,"43,283,569",0.21,"5,779,959",0.3,"42,254,490",0.9,"280,422,633",0.65,"20,145,879",1.78,"4,736,834",1.52,"66,131,454",0.72,"85,663,989",0.67,"11,695,138",0.62,"44,582,640",0.81,"1,935,049",1.79
137,Short-term,"34,371,118",0.72,"292,985",2.06,"190,374",0,"277,831",2.74,"9,461",0,"803,919",5.26,"135,882",43.82,"540,540",0.75,4,0,"91,200",0,"100,125",0,"579,029",3.93,0,0,"12,265",0,"1,231,650",0,"465,614",0,"41,702",3.13,"279,156",3.13,"92,775",6.64,"48,249",0,"14,569",27.39,"868,880",0.06,"1,734,482",2.43,"1,331,888",0.23,"57,425",7.12,"31,799",0,"118,644",0,"4,563",0,"283,824",23.45,"507,935",0,"3,322",3.37,"3,099,036",5.53,"44,607",0,"7,160,617",1.8,"126,864",0.63,"6,896",0,"1,017,981",1.91,"90,792",11.48,"607,256",0,"293,932",1.85,"123,537",0,"668,091",0.35,"6,956",0.37,"954,894",0.18,"8,216,404",0.53,"228,225",0,"230,002",0.39,"299,593",2.03,"342,034",1.05,"29,548",1.39,"670,866",0.43,"2,895",0
138,Long-term,"2,988,117,223",0.21,"29,197,614",2.73,"9,192,748",0.08,"48,256,557",0.37,"18,644,849",5.23,"437,095,724",0.9,"53,893,134",1.66,"47,538,237",0.12,"7,585,969",0,"14,429,307",0,"139,164,192",0.85,"56,441,862",0.85,"15,357,398",0,"6,127,804",0.88,"150,613,344",0.54,"50,649,694",0.44,"18,466,331",1.31,"27,709,045",0.66,"38,971,177",0.85,"37,514,126",1.9,"7,898,687",0.95,"51,425,152",0.1,"94,018,450",0.17,"71,601,540",0.66,"52,249,805",0.58,"14,009,056",0.95,"46,972,265",1.07,"5,279,005",0.48,"14,730,304",1.29,"27,944,016",0.03,"10,434,851",0.33,"96,040,330",0.5,"15,667,963",0.44,"347,482,896",0.17,"47,052,955",0.82,"7,015,774",1.81,"84,983,476",1.99,"19,207,719",1.33,"34,095,692",0.77,"126,568,193",2.49,"11,607,856",0.02,"42,615,478",0.22,"5,773,003",0.3,"41,299,596",0.92,"272,206,229",0.67,"19,917,654",1.8,"4,506,832",1.59,"65,831,861",0.72,"85,321,955",0.67,"11,665,590",0.62,"43,911,774",0.82,"1,932,154",1.79
139,     Public debt for private purposes,"555,248,039",0.4,"800,673",3.42,"3,351,276",0,"9,970,889",0.81,"4,163,343",4.32,"43,757,511",2.56,"11,947,384",1.7,"12,519,281",0.09,"1,830,876",0,"1,117,596",0,"17,152,027",1.14,"6,565,101",4.29,"339,445",0,"2,632,340",0,"29,631,216",0.42,"15,259,236",0.23,"1,839,014",2.33,"7,998,761",1.23,"14,598,062",1.89,"12,620,995",0,"2,140,699",0,"11,856,035",0,"20,461,443",0,"16,487,813",1.22,"11,324,715",0.99,"1,389,902",5.01,"16,776,264",0.11,"2,723,830",0,"1,292,631",0,"3,110,848",0,"3,906,022",0,"15,271,974",0,"4,274,998",0,"66,124,923",0.4,"10,453,123",0.57,"1,593,395",0.08,"28,472,898",5.81,"2,091,247",0.69,"6,165,614",0.01,"35,041,644",0.26,"4,943,269",0,"6,255,659",0.16,"2,539,606",0.05,"13,096,222",0.33,"27,410,538",2.48,"3,454,399",0,"1,393,358",0,"8,724,578",1.29,"10,800,755",0,"4,718,860",0,"12,166,044",0.6,"689,707",0
140,Long-term debt issued,"383,430,565",0.68,"2,781,246",2.98,"1,393,354",0,"5,044,988",0.33,"2,500,081",1.34,"54,512,101",4.32,"6,839,003",3.05,"7,005,680",0.14,"731,738",0,"1,499,372",0,"19,095,324",2.36,"8,270,852",1.82,"3,148,627",0,"904,877",0,"17,899,594",1.8,"3,706,530",1.23,"2,568,182",5.14,"3,415,316",1.37,"4,531,193",0.92,"4,601,787",0.68,"1,276,188",3.26,"7,636,289",0.32,"10,548,115",0.67,"13,793,353",1.02,"7,063,832",1.24,"1,597,181",1.51,"7,296,932",0.88,"578,059",1.61,"2,120,596",4.13,"4,865,993",0.02,"1,446,152",0.12,"6,458,112",2.6,"1,727,317",0.09,"42,192,612",0.87,"7,029,430",1.02,"2,080,287",2.21,"7,974,795",0.64,"2,249,795",3.64,"3,054,299",4.16,"12,179,552",3.47,"1,548,812",0,"5,739,601",0.36,"586,443",0.35,"4,936,939",3.42,"41,027,981",0.77,"2,603,850",0.56,"411,561",0.14,"9,190,659",0.99,"14,621,495",1.87,"840,507",2.67,"8,064,923",4.01,"239,060",4.7
141,Long-term debt retired,"370,596,902",0.64,"3,402,316",5.15,"1,182,623",0.04,"5,091,676",0.59,"2,363,128",1.27,"48,473,472",4.31,"7,935,597",2.63,"5,233,386",0.26,"709,524",0,"1,007,547",0,"20,387,251",2.39,"6,429,561",2.26,"2,587,834",0,"1,064,447",2.76,"14,135,644",1,"4,014,579",1.17,"2,739,738",4.68,"2,590,575",0.84,"4,522,375",0.46,"5,516,378",0.66,"1,462,055",0.47,"5,465,482",0.25,"8,460,826",0.31,"17,811,337",0.8,"5,798,678",1.58,"1,880,985",1.5,"7,270,258",1.34,"498,339",0.77,"2,192,030",4.58,"4,417,398",0.02,"1,846,376",0.14,"8,511,002",1.48,"1,487,950",0.84,"40,729,095",0.74,"8,506,884",0.79,"1,174,518",1.09,"9,114,788",0.59,"2,249,600",3.21,"3,916,690",0.77,"15,054,116",4.42,"1,494,539",0.01,"4,438,572",0.27,"683,767",0.3,"6,817,458",1.29,"39,007,056",0.81,"3,437,593",0.52,"580,666",0.73,"8,704,992",1.31,"10,456,848",1.61,"632,459",0.39,"6,772,598",3.18,"334,296",8.82
142,            Cash and security holdings,"6,326,387,129",0.12,"60,339,532",0.27,"86,931,554",0.06,"89,214,840",0.23,"43,825,254",0.72,"1,084,721,404",0.43,"104,061,689",0.82,"64,685,914",2.39,"17,802,701",0.31,"15,454,008",0,"335,447,601",0.75,"143,132,529",0.64,"26,388,750",0,"27,832,736",0.46,"247,902,592",0.46,"82,456,322",0.36,"54,202,155",0.35,"41,707,875",2.03,"58,279,234",0.61,"84,700,514",0.28,"21,110,903",0.41,"102,389,522",1.84,"119,712,896",0.8,"150,917,924",0.61,"112,016,248",0.35,"39,522,546",0.27,"115,911,654",0.86,"22,429,805",0.11,"32,778,050",0.96,"53,043,646",0.08,"17,335,240",0.25,"136,540,001",0.24,"60,600,797",0.14,"639,328,743",0.07,"135,993,208",0.08,"34,132,316",1.09,"271,113,393",0.74,"55,750,646",0.22,"112,034,546",0.39,"198,269,947",1.49,"19,780,112",0.5,"61,916,902",0.18,"18,852,231",0.65,"92,527,724",0.47,"511,061,125",0.27,"43,323,678",0.64,"9,771,713",0.4,"137,456,476",0.39,"139,891,948",0.31,"24,584,651",0.19,"132,515,982",0.19,"34,685,352",0.87
143,Insurance trust funds,"3,795,946,050",0.12,"35,398,162",0.05,"9,928,906",0,"45,109,479",0.01,"26,431,645",0.04,"747,972,495",0.1,"54,923,775",1.05,"41,137,781",3.76,"9,830,357",0.56,"9,439,639",0,"172,352,525",1.21,"95,960,489",0.79,"15,169,128",0,"15,975,373",0,"152,128,101",0.53,"31,588,371",0.42,"33,246,960",0,"20,015,240",0,"30,005,610",0.05,"46,047,633",0.42,"13,161,087",0,"72,172,365",2.61,"67,009,343",1.41,"88,745,020",0.87,"62,491,122",0.03,"26,523,257",0,"72,096,274",1.17,"12,031,805",0,"16,508,684",1.08,"36,088,793",0,"7,526,532",0,"76,716,234",0,"26,494,915",0,"452,351,077",0,"91,612,120",0,"7,025,509",0,"183,846,788",0,"32,181,193",0.09,"80,332,572",0,"103,975,277",2.48,"9,222,387",1.06,"29,860,391",0,"11,191,027",0,"51,648,808",0.56,"244,822,347",0.19,"27,196,477",0,"4,641,186",0,"84,665,142",0.54,"88,230,321",0.04,"14,003,736",0.02,"99,051,278",0,"9,861,314",0
144,     Unemployment compensation,"86,830,353",0,"1,058,214",0,"866,440",0,"644,034",0,"971,584",0,"-3,088,756",0,"1,378,012",0,"764,322",0,"206,108",0,"406,596",0,"6,385,810",0,"2,612,934",0,"1,008,502",0,"919,912",0,"3,267,322",0,"81,784",0,"1,846,836",0,"1,060,264",0,"366,268",0,"1,873,352",0,"741,466",0,"2,222,774",0,"2,053,776",0,"6,172,072",0,"3,199,676",0,"1,266,178",0,"1,171,652",0,"593,248",0,"830,690",0,"1,157,538",0,"589,248",0,"3,267,176",0,"668,360",0,"2,581,034",0,"3,947,502",0,"127,372",0,"801,255",0,"2,177,650",0,"6,199,078",0,"3,030,790",0,"403,406",0,"923,276",0,"205,206",0,"2,006,500",0,"2,714,802",0,"1,944,920",0,"544,738",0,"1,956,588",0,"8,007,162",0,"105,450",0,"1,973,354",0,"616,878",0
145,     Employee retirement,"3,598,055,314",0.13,"34,339,948",0.05,"9,046,822",0,"44,465,445",0.01,"25,341,981",0.05,"722,270,670",0.1,"51,069,091",1.13,"40,333,293",3.83,"9,621,262",0.58,"9,033,043",0,"165,704,190",1.26,"93,338,586",0.81,"14,160,626",0,"14,368,151",0,"148,846,585",0.54,"31,502,508",0.42,"31,394,965",0,"18,939,157",0,"28,410,174",0.05,"43,878,443",0.44,"12,408,641",0,"67,824,031",2.77,"64,904,496",1.46,"82,537,082",0.93,"59,235,961",0.03,"25,257,079",0,"70,917,971",1.18,"9,974,561",0,"15,674,802",1.13,"34,931,255",0,"6,937,284",0,"73,180,208",0,"25,777,278",0,"435,344,402",0,"87,664,618",0,"5,073,643",0,"159,956,883",0,"30,003,543",0.09,"69,616,324",0,"99,457,130",2.6,"8,714,768",1.12,"28,492,108",0,"10,983,113",0,"49,642,308",0.58,"236,134,148",0.19,"23,223,905",0,"4,096,448",0,"82,703,179",0.55,"64,610,111",0.05,"12,242,787",0.02,"97,066,638",0,"7,403,669",0
146,     Workers' compensation,"101,167,954",0,0,0,"15,644",0,0,0,"118,080",0,"19,726,662",0,"2,371,947",0,"40,166",0,"2,987",0,0,0,"262,525",0,0,0,0,0,"687,310",0,"3,615",0,"4,079",0,"5,159",0,"15,819",0,"1,229,168",0,"35,632",0,"10,980",0,"1,928,235",0,"11,619",0,"35,866",0,"55,485",0,0,0,"6,651",0,"1,463,996",0,"3,192",0,0,0,0,0,"165,809",0,"49,277",0,"14,425,641",0,0,0,"1,824,494",0,"23,088,650",0,0,0,"4,517,170",0,"1,487,357",0,0,0,"445,007",0,"2,708",0,0,0,"5,973,397",0,"2,027,652",0,0,0,"5,375",0,"15,613,048",0,"1,655,499",0,"11,286",0,"1,840,767",0
147,     Miscellaneous,"9,892,429",0,0,0,0,0,0,0,0,0,"9,063,919",0,"104,725",0,0,0,0,0,0,0,0,0,"8,969",0,0,0,0,0,"10,579",0,0,0,0,0,0,0,0,0,"260,206",0,0,0,"197,325",0,"39,452",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103,041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"104,213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Other than insurance trust funds,"2,530,441,079",0.24,"24,941,370",0.65,"77,002,648",0.07,"44,105,361",0.47,"17,393,609",1.8,"336,748,909",1.37,"49,137,914",1.28,"23,548,133",0.37,"7,972,344",0.01,"6,014,369",0,"163,095,076",0.87,"47,172,040",1.09,"11,219,622",0,"11,857,363",1.09,"95,774,491",0.85,"50,867,951",0.52,"20,955,195",0.9,"21,692,635",3.91,"28,273,624",1.27,"38,652,881",0.37,"7,949,816",1.08,"30,217,157",0.5,"52,703,553",0.23,"62,172,904",0.81,"49,525,126",0.78,"12,999,289",0.83,"43,815,380",1.24,"10,398,000",0.23,"16,269,366",1.59,"16,954,853",0.26,"9,808,708",0.44,"59,823,767",0.55,"34,105,882",0.25,"186,977,666",0.25,"44,381,088",0.26,"27,106,807",1.37,"87,266,605",2.31,"23,569,453",0.5,"31,701,974",1.38,"94,294,670",1.5,"10,557,725",0.06,"32,056,511",0.35,"7,661,204",1.6,"40,878,916",0.79,"266,238,778",0.48,"16,127,201",1.73,"5,130,527",0.76,"52,791,334",0.51,"51,661,627",0.84,"10,580,915",0.43,"33,464,704",0.75,"24,824,038",1.22
149,   By purpose:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,          Offsets to debt,"755,926,366",0.29,"2,892,099",2.18,"3,802,119",0.14,"13,808,717",0.72,"5,163,119",4.79,"54,886,183",0.86,"15,216,215",2.26,"14,927,225",0.09,"2,063,691",0,"1,486,198",0,"23,569,576",2.49,"8,384,204",3.57,"1,053,683",0,"3,227,325",0.18,"37,032,347",0.34,"22,131,565",0.24,"5,691,811",1.22,"10,220,175",1.06,"15,348,761",1.93,"15,775,519",0.56,"3,588,228",0.44,"14,308,151",0,"27,443,929",0.01,"19,742,241",1.22,"19,130,265",1.08,"2,550,493",3.42,"19,090,796",1.27,"3,203,221",0.07,"2,446,920",2.03,"4,427,003",0.03,"4,877,430",0,"21,800,664",0.11,"5,331,682",1.46,"97,029,876",0.28,"11,767,331",0.56,"2,631,833",2.85,"38,874,553",4.41,"5,206,655",0.76,"8,830,050",1.86,"41,482,807",0.67,"6,638,902",0,"8,342,197",0.4,"2,733,124",0.06,"17,519,141",0.3,"50,193,886",1.6,"3,601,139",0.16,"2,401,799",0.04,"18,635,316",0.88,"13,822,398",0.23,"4,952,663",0.11,"15,899,259",0.13,"741,882",0.51
